label,metaGroupId,groupId,goodPeakCount,medMz,medRt,maxQuality,adductName,isotopeLabel,compound,compoundId,formula,expectedRtDiff,ppmDiff,parent,exp005_free_25,exp005_free_26,exp005_free_27,exp005_free_28,exp005_free_29,exp005_free_30,exp005_free_31,exp005_free_32,exp005_free_33,exp005_free_34,exp005_free_35,exp005_free_36,exp005_free_blank1,exp005_free_blank2
,213,215,11,227.195969,2.373,0.85421,,D2-label-4,C14:2,C14:2,C14H24O2,0.165783,2.21633,223.170258,231234,137439.36,254471.75,357664.12,182472.61,135555.7,192814.12,153033.62,159507.55,164787.38,228861.14,198316.98,430.66,838.49
,213,655,11,228.202484,2.389,0.854073,,D2-label-5,C14:2,C14:2,C14H24O2,0.149919,3.276402,223.170258,108173.38,108837.25,150552.06,33769.02,133498.14,123145.46,119321.3,112752.6,109240.88,113843.35,142787.77,118884.81,1252.34,469.22
,213,216,12,229.208252,2.353,0.825909,,D2-label-6,C14:2,C14:2,C14H24O2,0.186063,1.065149,223.170258,2324756,1825740.12,2002006.62,2213983.75,1792761.38,1857097.5,1365645.25,1274255.5,1105903.25,1517461.38,2053384.12,1380435.12,2033.17,22983.7
,213,653,3,230.214569,2.4,0.848976,,D2-label-7,C14:2,C14:2,C14H24O2,0.138924,1.193055,223.170258,0,0,18210.38,11941.98,19115.81,0,63543.1,78894.88,13644.74,48087.39,25050.8,15212.49,0,0
,213,652,10,225.174576,2.389,0.846261,,O18-label-1,C14:2,C14:2,C14H24O2,0.149575,0.067764,223.170258,257061.23,286346.56,159856.06,479046,282172.09,139393.94,148273.3,130122.79,48335.91,163431.02,111237.5,70507.34,0,0
,450,450,14,225.185928,2.393,0.824345,[M-H]-,C12 PARENT,Myristoleic acid C14:1,Myristoleic acid C14:1,C14H26O2,0.13709,0.338804,225.185928,35187340,23642278,41728716,47753520,34475952,38093940,20835950,26847806,21167966,25945070,28749968,24064566,71708.18,56721.29
,450,665,11,226.192261,2.391,0.821752,,D2-label-1,Myristoleic acid C14:1,Myristoleic acid C14:1,C14H26O2,0.139054,0.067459,225.185928,193748.08,127225.88,144434.5,197893.81,192951.52,139774.52,841414.75,928887.94,455523.66,483434.16,443513.41,399664.12,0,0
,450,451,13,227.199615,2.382,0.822007,,D2-label-2,Myristoleic acid C14:1,Myristoleic acid C14:1,C14H26O2,0.14751,4.63408,225.185928,1818408.12,1119494.38,1086512.5,1262650.62,990750.81,1061514.75,996068.06,1213505.38,896057,903904.69,1057731.75,1250392.12,13544.07,9587.94
,450,663,13,228.204849,2.384,0.824224,,D2-label-3,Myristoleic acid C14:1,Myristoleic acid C14:1,C14H26O2,0.146189,0.066864,225.185928,34802956,28541106,31715382,36582892,29519522,26287802,25414816,28573302,20184970,24651992,30034978,22529674,429228.09,330861.5
,450,662,12,229.211136,2.382,0.821179,,D2-label-4,Myristoleic acid C14:1,Myristoleic acid C14:1,C14H26O2,0.148158,0.133142,225.185928,279256,282367.72,411423.22,409286.16,425090.66,468754.28,980630,1432233.12,392021.59,802354.5,817020.19,458791.16,0,0
,450,661,4,230.217361,2.374,0.8337,,D2-label-5,Myristoleic acid C14:1,Myristoleic acid C14:1,C14H26O2,0.155822,0.13256,225.185928,0,0,46293.19,26557.91,43317.89,36043.65,85529.45,102260.15,32031.47,22185.52,35176.56,33512.16,0,0
,450,660,11,227.190369,2.394,0.815777,,O18-label-1,Myristoleic acid C14:1,Myristoleic acid C14:1,C14H26O2,0.136014,0.537304,225.185928,684338.06,467452.75,686141.12,845556.56,498906.53,552182.06,246836.75,350011.97,275337.72,273723.91,207130.64,305385,0,0
,360,360,14,227.067276,6.097,0.84382,[M-H]-,C12 PARENT,deoxyuridine,deoxyuridine,C9H12N2O5,0.042734,0.335997,227.067276,391053.03,394863.97,718855,759998.81,729659.25,777168.69,428622,382542,572420,682254,439882.88,674347,876.1,1322.99
,360,666,10,228.073624,6.1,0.80852,,D2-label-1,deoxyuridine,deoxyuridine,C9H12N2O5,0.040342,0,227.067276,1203.49,1423.52,2611.24,3938.92,2188.06,2399.79,5621.13,5321.37,8473.99,11970.07,6467.49,12165.78,150.4,0
,360,361,12,229.071564,6.129,0.839708,,O18-label-1,deoxyuridine,deoxyuridine,C9H12N2O5,0.010702,0.133223,227.067276,6387.29,6969.97,12193.19,13709.27,11566.95,13457.62,7986.29,8316.55,11029.29,13906.26,6989.67,11118.68,317.66,606.69
,326,326,14,227.201492,2.384,0.827921,[M-H]-,C12 PARENT,C14:0(Myristic acid),C14:0(Myristic acid),C14H28O2,0.166189,0.738756,227.201492,229590720,189853264,212514992,242101504,193876800,176615664,173078864,193123856,133928216,163024912,199445376,153758608,2842089.75,2152525.75
,326,327,14,228.207687,2.382,0.829109,,D2-label-1,C14:0(Myristic acid),C14:0(Myristic acid),C14H28O2,0.167525,1.069817,227.201492,2000925.62,1675285,3259627.75,3418680.75,4235160.5,3554706.75,8328754.5,9614563,3219999.75,5202605,5830146,3440186.25,6958.78,3890.64
,326,328,13,229.205795,2.382,0.826274,,O18-label-1,C14:0(Myristic acid),C14:0(Myristic acid),C14H28O2,0.167525,0.466007,227.201492,3581152,2689762.25,2859602,3220483,2609678.25,2575780,2185744.25,3291553.75,1469660.38,1789545.5,1801139.12,1469288.62,12391.99,5338.78
,501,501,12,237.185867,2.4,0.822272,[M-H]-,C12 PARENT,C15:2,C15:2,C15H26O2,0.159817,0.578993,237.185867,17118744,14467163,4578285,2793072.25,2470020.5,2901532.25,14066767,10044272,3453436.25,2070398.5,1504308.62,1977087.5,2090.49,3346.97
,501,669,10,238.192276,2.382,0.817046,,D2-label-1,C15:2,C15:2,C15H26O2,0.178158,0,237.185867,3103517.25,2878496,753983,444116.09,251365.25,329051.41,2361594,1950725,475444.09,248825.06,171388.33,243163.55,0,0
,501,668,7,239.198486,2.398,0.835125,,D2-label-2,C15:2,C15:2,C15H26O2,0.162197,0.318957,237.185867,482153.34,351206.53,74678.72,65302.16,24886.48,36097.23,236531.98,220357.67,31704.7,23030.3,14851.13,10558.28,0,877.34
,501,667,7,239.19017,2.388,0.842604,,O18-label-1,C15:2,C15:2,C15H26O2,0.172093,0.318968,237.185867,363869.41,283574.28,93230.52,122985.59,67655.29,61308.91,218479.98,244434.33,36297.37,24058.1,17545.12,22056.75,0,0
,518,518,13,239.201538,2.362,0.826883,[M-H]-,C12 PARENT,C15:1,C15:1,C15H28O2,0.145355,0.510324,239.201538,3424095.25,2728546.25,1847256.12,3128008,2054990.38,2303426.25,2379677.75,2811188,1618927.88,1658945,1658024.62,1695597.62,48713.09,49793.73
,515,515,12,241.082901,5.256,0.838679,[M-H]-,C12 PARENT,thymidine,thymidine,C10H14N2O5,0.014058,0.379756,241.082901,343873.38,355080.91,517550.75,678719.06,635175.69,746083.75,380870.84,403388.34,586898.69,722244.19,534482.75,721270.06,709.38,596.44
